Date,DepartmentID,Account,Category,Amount
2023-05-01,9,Staff Costs,Expense,92658
2023-05-01,9,IT Expenses,Expense,58993
2023-05-01,9,Marketing,Expense,75696
2023-05-01,9,Office Costs,Expense,28213
2023-05-01,9,Depreciation,Expense,58784
2023-05-01,9,Professional Services,Expense,8421
2023-05-01,10,Gross Written Premium,Income,228008
2023-05-01,10,Net Earned Premium,Income,27727
2023-05-01,10,Reinsurance Recoveries,Income,384562
2023-05-01,10,Investment Income,Income,14358
2023-05-01,10,Commission Income,Income,337252
2023-05-01,10,Claims Paid,Claims,262681
2023-05-01,10,Claims Incurred,Claims,99018
2023-05-01,10,Loss Adjustment Expenses,Claims,299054
2023-05-01,10,Staff Costs,Expense,99032
2023-05-01,10,IT Expenses,Expense,56754
2023-05-01,10,Marketing,Expense,63438
2023-05-01,10,Office Costs,Expense,30371
2023-05-01,10,Depreciation,Expense,52501
2023-05-01,10,Professional Services,Expense,61946
2023-06-01,1,Gross Written Premium,Income,310611
2023-06-01,1,Net Earned Premium,Income,420841
2023-06-01,1,Reinsurance Recoveries,Income,306037
2023-06-01,1,Investment Income,Income,86329
2023-06-01,1,Commission Income,Income,41007
2023-06-01,1,Claims Paid,Claims,175604
2023-06-01,1,Claims Incurred,Claims,17323
2023-06-01,1,Loss Adjustment Expenses,Claims,117356
2023-06-01,1,Staff Costs,Expense,74379
2023-06-01,1,IT Expenses,Expense,15210
2023-06-01,1,Marketing,Expense,17456
2023-06-01,1,Office Costs,Expense,32367
2023-06-01,1,Depreciation,Expense,55624
2023-06-01,1,Professional Services,Expense,11106
2023-06-01,2,Gross Written Premium,Income,244565
2023-06-01,2,Net Earned Premium,Income,78008
2023-06-01,2,Reinsurance Recoveries,Income,398070
2023-06-01,2,Investment Income,Income,387539
2023-06-01,2,Commission Income,Income,126492
2023-06-01,2,Claims Paid,Claims,77240
2023-06-01,2,Claims Incurred,Claims,206659
2023-06-01,2,Loss Adjustment Expenses,Claims,277900
2023-06-01,2,Staff Costs,Expense,69011
2023-06-01,2,IT Expenses,Expense,37378
2023-06-01,2,Marketing,Expense,5255
2023-06-01,2,Office Costs,Expense,15484
2023-06-01,2,Depreciation,Expense,57549
2023-06-01,2,Professional Services,Expense,35503
2023-06-01,3,Gross Written Premium,Income,345938
2023-06-01,3,Net Earned Premium,Income,317257
2023-06-01,3,Reinsurance Recoveries,Income,84069
2023-06-01,3,Investment Income,Income,239189
2023-06-01,3,Commission Income,Income,408465
2023-06-01,3,Claims Paid,Claims,256051
2023-06-01,3,Claims Incurred,Claims,130541
2023-06-01,3,Loss Adjustment Expenses,Claims,194648
2023-06-01,3,Staff Costs,Expense,10686
2023-06-01,3,IT Expenses,Expense,54363
2023-06-01,3,Marketing,Expense,98543
2023-06-01,3,Office Costs,Expense,1661
2023-06-01,3,Depreciation,Expense,45843
2023-06-01,3,Professional Services,Expense,96673
2023-06-01,4,Gross Written Premium,Income,464179
2023-06-01,4,Net Earned Premium,Income,52828
2023-06-01,4,Reinsurance Recoveries,Income,320748
2023-06-01,4,Investment Income,Income,282670
2023-06-01,4,Commission Income,Income,341054
2023-06-01,4,Claims Paid,Claims,30592
2023-06-01,4,Claims Incurred,Claims,296126
2023-06-01,4,Loss Adjustment Expenses,Claims,267351
2023-06-01,4,Staff Costs,Expense,89733
2023-06-01,4,IT Expenses,Expense,99936
2023-06-01,4,Marketing,Expense,69619
2023-06-01,4,Office Costs,Expense,30328
2023-06-01,4,Depreciation,Expense,47479
2023-06-01,4,Professional Services,Expense,21103
2023-06-01,5,Gross Written Premium,Income,180963
2023-06-01,5,Net Earned Premium,Income,151826
2023-06-01,5,Reinsurance Recoveries,Income,241055
2023-06-01,5,Investment Income,Income,353581
2023-06-01,5,Commission Income,Income,108540
2023-06-01,5,Claims Paid,Claims,107747
2023-06-01,5,Claims Incurred,Claims,191994
2023-06-01,5,Loss Adjustment Expenses,Claims,34301
2023-06-01,5,Staff Costs,Expense,92652
2023-06-01,5,IT Expenses,Expense,63711
2023-06-01,5,Marketing,Expense,42323
2023-06-01,5,Office Costs,Expense,19752
2023-06-01,5,Depreciation,Expense,98912
2023-06-01,5,Professional Services,Expense,83205
2023-06-01,6,Gross Written Premium,Income,370596
2023-06-01,6,Net Earned Premium,Income,154467
2023-06-01,6,Reinsurance Recoveries,Income,227029
2023-06-01,6,Investment Income,Income,393381
2023-06-01,6,Commission Income,Income,66273
2023-06-01,6,Claims Paid,Claims,263503
2023-06-01,6,Claims Incurred,Claims,96878
2023-06-01,6,Loss Adjustment Expenses,Claims,272039
2023-06-01,6,Staff Costs,Expense,77559
2023-06-01,6,IT Expenses,Expense,11699
2023-06-01,6,Marketing,Expense,66061
2023-06-01,6,Office Costs,Expense,10715
2023-06-01,6,Depreciation,Expense,20169
2023-06-01,6,Professional Services,Expense,17163
2023-06-01,7,Gross Written Premium,Income,129264
2023-06-01,7,Net Earned Premium,Income,277926
2023-06-01,7,Reinsurance Recoveries,Income,229249
2023-06-01,7,Investment Income,Income,134481
2023-06-01,7,Commission Income,Income,225400
2023-06-01,7,Claims Paid,Claims,40585
2023-06-01,7,Claims Incurred,Claims,297826
2023-06-01,7,Loss Adjustment Expenses,Claims,183936
2023-06-01,7,Staff Costs,Expense,85416
2023-06-01,7,IT Expenses,Expense,56114
2023-06-01,7,Marketing,Expense,39067
2023-06-01,7,Office Costs,Expense,43685
2023-06-01,7,Depreciation,Expense,19073
2023-06-01,7,Professional Services,Expense,37035
2023-06-01,8,Gross Written Premium,Income,206049
2023-06-01,8,Net Earned Premium,Income,243782
2023-06-01,8,Reinsurance Recoveries,Income,100373
2023-06-01,8,Investment Income,Income,355506
2023-06-01,8,Commission Income,Income,100517
2023-06-01,8,Claims Paid,Claims,70450
2023-06-01,8,Claims Incurred,Claims,15382
2023-06-01,8,Loss Adjustment Expenses,Claims,207043
2023-06-01,8,Staff Costs,Expense,65612
2023-06-01,8,IT Expenses,Expense,91355
2023-06-01,8,Marketing,Expense,62929
2023-06-01,8,Office Costs,Expense,98518
2023-06-01,8,Depreciation,Expense,99864
2023-06-01,8,Professional Services,Expense,13329
2023-06-01,9,Gross Written Premium,Income,266677
2023-06-01,9,Net Earned Premium,Income,297313
2023-06-01,9,Reinsurance Recoveries,Income,97468
2023-06-01,9,Investment Income,Income,44594
2023-06-01,9,Commission Income,Income,480173
2023-06-01,9,Claims Paid,Claims,196703
2023-06-01,9,Claims Incurred,Claims,50033
2023-06-01,9,Loss Adjustment Expenses,Claims,68133
2023-06-01,9,Staff Costs,Expense,74165
2023-06-01,9,IT Expenses,Expense,74861
2023-06-01,9,Marketing,Expense,53290
2023-06-01,9,Office Costs,Expense,95031
2023-06-01,9,Depreciation,Expense,32750
2023-06-01,9,Professional Services,Expense,96155
2023-06-01,10,Gross Written Premium,Income,50461
2023-06-01,10,Net Earned Premium,Income,477016
2023-06-01,10,Reinsurance Recoveries,Income,88222
2023-06-01,10,Investment Income,Income,122020
2023-06-01,10,Commission Income,Income,296370
2023-06-01,10,Claims Paid,Claims,273865
2023-06-01,10,Claims Incurred,Claims,25609
2023-06-01,10,Loss Adjustment Expenses,Claims,135513
2023-06-01,10,Staff Costs,Expense,73909
2023-06-01,10,IT Expenses,Expense,56249
2023-06-01,10,Marketing,Expense,49895
2023-06-01,10,Office Costs,Expense,95473
2023-06-01,10,Depreciation,Expense,6656
2023-06-01,10,Professional Services,Expense,75520
2023-07-01,1,Gross Written Premium,Income,466956
2023-07-01,1,Net Earned Premium,Income,336453
2023-07-01,1,Reinsurance Recoveries,Income,39984
2023-07-01,1,Investment Income,Income,128947
2023-07-01,1,Commission Income,Income,214894
2023-07-01,1,Claims Paid,Claims,10901
2023-07-01,1,Claims Incurred,Claims,167624
2023-07-01,1,Loss Adjustment Expenses,Claims,227317
2023-07-01,1,Staff Costs,Expense,32055
2023-07-01,1,IT Expenses,Expense,38685
2023-07-01,1,Marketing,Expense,74965
2023-07-01,1,Office Costs,Expense,15716
2023-07-01,1,Depreciation,Expense,12138
2023-07-01,1,Professional Services,Expense,36298
2023-07-01,2,Gross Written Premium,Income,454328
2023-07-01,2,Net Earned Premium,Income,33429
2023-07-01,2,Reinsurance Recoveries,Income,60200
2023-07-01,2,Investment Income,Income,212380
2023-07-01,2,Commission Income,Income,451460
2023-07-01,2,Claims Paid,Claims,253289
2023-07-01,2,Claims Incurred,Claims,250127
2023-07-01,2,Loss Adjustment Expenses,Claims,241513
2023-07-01,2,Staff Costs,Expense,18347
2023-07-01,2,IT Expenses,Expense,17920
2023-07-01,2,Marketing,Expense,32822
2023-07-01,2,Office Costs,Expense,47659
2023-07-01,2,Depreciation,Expense,41108
2023-07-01,2,Professional Services,Expense,90099
2023-07-01,3,Gross Written Premium,Income,17967
2023-07-01,3,Net Earned Premium,Income,382863
2023-07-01,3,Reinsurance Recoveries,Income,21871
2023-07-01,3,Investment Income,Income,235371
2023-07-01,3,Commission Income,Income,218524
2023-07-01,3,Claims Paid,Claims,210342
2023-07-01,3,Claims Incurred,Claims,169685
2023-07-01,3,Loss Adjustment Expenses,Claims,33179
2023-07-01,3,Staff Costs,Expense,53188
2023-07-01,3,IT Expenses,Expense,56099
2023-07-01,3,Marketing,Expense,36262
2023-07-01,3,Office Costs,Expense,79213
2023-07-01,3,Depreciation,Expense,19268
2023-07-01,3,Professional Services,Expense,78866
2023-07-01,4,Gross Written Premium,Income,358413
2023-07-01,4,Net Earned Premium,Income,70545
2023-07-01,4,Reinsurance Recoveries,Income,244555
2023-07-01,4,Investment Income,Income,233894
2023-07-01,4,Commission Income,Income,213218
2023-07-01,4,Claims Paid,Claims,47913
2023-07-01,4,Claims Incurred,Claims,255497
2023-07-01,4,Loss Adjustment Expenses,Claims,182404
2023-07-01,4,Staff Costs,Expense,93062
2023-07-01,4,IT Expenses,Expense,96694
2023-07-01,4,Marketing,Expense,26032
2023-07-01,4,Office Costs,Expense,38846
2023-07-01,4,Depreciation,Expense,60474
2023-07-01,4,Professional Services,Expense,45936
2023-07-01,5,Gross Written Premium,Income,170866
2023-07-01,5,Net Earned Premium,Income,202660
2023-07-01,5,Reinsurance Recoveries,Income,212056
2023-07-01,5,Investment Income,Income,453547
2023-07-01,5,Commission Income,Income,235469
2023-07-01,5,Claims Paid,Claims,33141
2023-07-01,5,Claims Incurred,Claims,142478
2023-07-01,5,Loss Adjustment Expenses,Claims,102359
2023-07-01,5,Staff Costs,Expense,24291
2023-07-01,5,IT Expenses,Expense,42568
2023-07-01,5,Marketing,Expense,98539
2023-07-01,5,Office Costs,Expense,47851
2023-07-01,5,Depreciation,Expense,55823
2023-07-01,5,Professional Services,Expense,24312
2023-07-01,6,Gross Written Premium,Income,446324
2023-07-01,6,Net Earned Premium,Income,470134
2023-07-01,6,Reinsurance Recoveries,Income,437387
2023-07-01,6,Investment Income,Income,444995
2023-07-01,6,Commission Income,Income,209900
2023-07-01,6,Claims Paid,Claims,279555
2023-07-01,6,Claims Incurred,Claims,254062
2023-07-01,6,Loss Adjustment Expenses,Claims,37371
2023-07-01,6,Staff Costs,Expense,58022
2023-07-01,6,IT Expenses,Expense,72229
2023-07-01,6,Marketing,Expense,52196
2023-07-01,6,Office Costs,Expense,81354
2023-07-01,6,Depreciation,Expense,97774
2023-07-01,6,Professional Services,Expense,97410
2023-07-01,7,Gross Written Premium,Income,298859
2023-07-01,7,Net Earned Premium,Income,299749
2023-07-01,7,Reinsurance Recoveries,Income,109853
2023-07-01,7,Investment Income,Income,41174
2023-07-01,7,Commission Income,Income,413172
2023-07-01,7,Claims Paid,Claims,81373
2023-07-01,7,Claims Incurred,Claims,198021
2023-07-01,7,Loss Adjustment Expenses,Claims,198718
2023-07-01,7,Staff Costs,Expense,71017
2023-07-01,7,IT Expenses,Expense,64037
2023-07-01,7,Marketing,Expense,90818
2023-07-01,7,Office Costs,Expense,7548
2023-07-01,7,Depreciation,Expense,74294
2023-07-01,7,Professional Services,Expense,24177
2023-07-01,8,Gross Written Premium,Income,296166
2023-07-01,8,Net Earned Premium,Income,116297
2023-07-01,8,Reinsurance Recoveries,Income,146614
2023-07-01,8,Investment Income,Income,232084
2023-07-01,8,Commission Income,Income,499536
2023-07-01,8,Claims Paid,Claims,65428
2023-07-01,8,Claims Incurred,Claims,158812
2023-07-01,8,Loss Adjustment Expenses,Claims,118132
2023-07-01,8,Staff Costs,Expense,57532
2023-07-01,8,IT Expenses,Expense,17052
2023-07-01,8,Marketing,Expense,48076
2023-07-01,8,Office Costs,Expense,54420
2023-07-01,8,Depreciation,Expense,1671
2023-07-01,8,Professional Services,Expense,1163
2023-07-01,9,Gross Written Premium,Income,313568
2023-07-01,9,Net Earned Premium,Income,456960
2023-07-01,9,Reinsurance Recoveries,Income,473547
2023-07-01,9,Investment Income,Income,413850
2023-07-01,9,Commission Income,Income,145870
2023-07-01,9,Claims Paid,Claims,289564
2023-07-01,9,Claims Incurred,Claims,125575
2023-07-01,9,Loss Adjustment Expenses,Claims,263230
2023-07-01,9,Staff Costs,Expense,30300
2023-07-01,9,IT Expenses,Expense,90881
2023-07-01,9,Marketing,Expense,11749
2023-07-01,9,Office Costs,Expense,26121
2023-07-01,9,Depreciation,Expense,38487
2023-07-01,9,Professional Services,Expense,94947
2023-07-01,10,Gross Written Premium,Income,436577
2023-07-01,10,Net Earned Premium,Income,293367
2023-07-01,10,Reinsurance Recoveries,Income,82930
2023-07-01,10,Investment Income,Income,155128
2023-07-01,10,Commission Income,Income,300524
2023-07-01,10,Claims Paid,Claims,293179
2023-07-01,10,Claims Incurred,Claims,297764
2023-07-01,10,Loss Adjustment Expenses,Claims,261553
2023-07-01,10,Staff Costs,Expense,56316
2023-07-01,10,IT Expenses,Expense,65041
2023-07-01,10,Marketing,Expense,54352
2023-07-01,10,Office Costs,Expense,31911
2023-07-01,10,Depreciation,Expense,33784
2023-07-01,10,Professional Services,Expense,4191
2023-08-01,1,Gross Written Premium,Income,436376
2023-08-01,1,Net Earned Premium,Income,362680
2023-08-01,1,Reinsurance Recoveries,Income,114576
2023-08-01,1,Investment Income,Income,205713
2023-08-01,1,Commission Income,Income,452939
2023-08-01,1,Claims Paid,Claims,8631
2023-08-01,1,Claims Incurred,Claims,142244
2023-08-01,1,Loss Adjustment Expenses,Claims,225169
2023-08-01,1,Staff Costs,Expense,91353
2023-08-01,1,IT Expenses,Expense,21281
2023-08-01,1,Marketing,Expense,29671
2023-08-01,1,Office Costs,Expense,52431
2023-08-01,1,Depreciation,Expense,91900
2023-08-01,1,Professional Services,Expense,93961
2023-08-01,2,Gross Written Premium,Income,431818
2023-08-01,2,Net Earned Premium,Income,229861
2023-08-01,2,Reinsurance Recoveries,Income,323543
2023-08-01,2,Investment Income,Income,164544
2023-08-01,2,Commission Income,Income,190302
2023-08-01,2,Claims Paid,Claims,12099
2023-08-01,2,Claims Incurred,Claims,254686
2023-08-01,2,Loss Adjustment Expenses,Claims,61492
2023-08-01,2,Staff Costs,Expense,97722
2023-08-01,2,IT Expenses,Expense,48684
2023-08-01,2,Marketing,Expense,31111
2023-08-01,2,Office Costs,Expense,64936
2023-08-01,2,Depreciation,Expense,23614
2023-08-01,2,Professional Services,Expense,93260
2023-08-01,3,Gross Written Premium,Income,445207
2023-08-01,3,Net Earned Premium,Income,211548
2023-08-01,3,Reinsurance Recoveries,Income,259031
2023-08-01,3,Investment Income,Income,333064
2023-08-01,3,Commission Income,Income,497510
2023-08-01,3,Claims Paid,Claims,68530
2023-08-01,3,Claims Incurred,Claims,274932
2023-08-01,3,Loss Adjustment Expenses,Claims,33082
2023-08-01,3,Staff Costs,Expense,90570
2023-08-01,3,IT Expenses,Expense,77816
2023-08-01,3,Marketing,Expense,84588
2023-08-01,3,Office Costs,Expense,17531
2023-08-01,3,Depreciation,Expense,89340
2023-08-01,3,Professional Services,Expense,95439
2023-08-01,4,Gross Written Premium,Income,448073
2023-08-01,4,Net Earned Premium,Income,151214
2023-08-01,4,Reinsurance Recoveries,Income,125053
2023-08-01,4,Investment Income,Income,58355
2023-08-01,4,Commission Income,Income,413082
2023-08-01,4,Claims Paid,Claims,206139
2023-08-01,4,Claims Incurred,Claims,239706
2023-08-01,4,Loss Adjustment Expenses,Claims,130426
2023-08-01,4,Staff Costs,Expense,65027
2023-08-01,4,IT Expenses,Expense,58906
2023-08-01,4,Marketing,Expense,29138
2023-08-01,4,Office Costs,Expense,93601
2023-08-01,4,Depreciation,Expense,30956
2023-08-01,4,Professional Services,Expense,77295
2023-08-01,5,Gross Written Premium,Income,146511
2023-08-01,5,Net Earned Premium,Income,450457
2023-08-01,5,Reinsurance Recoveries,Income,314677
2023-08-01,5,Investment Income,Income,431486
2023-08-01,5,Commission Income,Income,88815
2023-08-01,5,Claims Paid,Claims,44279
2023-08-01,5,Claims Incurred,Claims,153702
2023-08-01,5,Loss Adjustment Expenses,Claims,66063
2023-08-01,5,Staff Costs,Expense,36144
2023-08-01,5,IT Expenses,Expense,53161
2023-08-01,5,Marketing,Expense,97718
2023-08-01,5,Office Costs,Expense,92074
2023-08-01,5,Depreciation,Expense,78360
2023-08-01,5,Professional Services,Expense,51979
2023-08-01,6,Gross Written Premium,Income,107661
2023-08-01,6,Net Earned Premium,Income,410195
2023-08-01,6,Reinsurance Recoveries,Income,429405
2023-08-01,6,Investment Income,Income,183672
2023-08-01,6,Commission Income,Income,462776
2023-08-01,6,Claims Paid,Claims,128257
2023-08-01,6,Claims Incurred,Claims,274054
2023-08-01,6,Loss Adjustment Expenses,Claims,39964
2023-08-01,6,Staff Costs,Expense,86667
2023-08-01,6,IT Expenses,Expense,26227
2023-08-01,6,Marketing,Expense,6978
2023-08-01,6,Office Costs,Expense,88527
2023-08-01,6,Depreciation,Expense,18153
2023-08-01,6,Professional Services,Expense,60765
2023-08-01,7,Gross Written Premium,Income,240156
2023-08-01,7,Net Earned Premium,Income,118212
2023-08-01,7,Reinsurance Recoveries,Income,49071
2023-08-01,7,Investment Income,Income,122990
2023-08-01,7,Commission Income,Income,79519
2023-08-01,7,Claims Paid,Claims,14503
2023-08-01,7,Claims Incurred,Claims,196775
2023-08-01,7,Loss Adjustment Expenses,Claims,100457
2023-08-01,7,Staff Costs,Expense,58866
2023-08-01,7,IT Expenses,Expense,17905
2023-08-01,7,Marketing,Expense,46838
2023-08-01,7,Office Costs,Expense,59279
2023-08-01,7,Depreciation,Expense,90489
2023-08-01,7,Professional Services,Expense,27806
2023-08-01,8,Gross Written Premium,Income,186072
2023-08-01,8,Net Earned Premium,Income,425384
2023-08-01,8,Reinsurance Recoveries,Income,80119
2023-08-01,8,Investment Income,Income,310858
2023-08-01,8,Commission Income,Income,195165
2023-08-01,8,Claims Paid,Claims,110432
2023-08-01,8,Claims Incurred,Claims,182876
2023-08-01,8,Loss Adjustment Expenses,Claims,89080
2023-08-01,8,Staff Costs,Expense,62332
2023-08-01,8,IT Expenses,Expense,78794
2023-08-01,8,Marketing,Expense,31841
2023-08-01,8,Office Costs,Expense,49758
2023-08-01,8,Depreciation,Expense,77272
2023-08-01,8,Professional Services,Expense,38643
2023-08-01,9,Gross Written Premium,Income,453624
2023-08-01,9,Net Earned Premium,Income,316094
2023-08-01,9,Reinsurance Recoveries,Income,197921
2023-08-01,9,Investment Income,Income,372644
2023-08-01,9,Commission Income,Income,169116
2023-08-01,9,Claims Paid,Claims,20997
2023-08-01,9,Claims Incurred,Claims,103605
2023-08-01,9,Loss Adjustment Expenses,Claims,230942
2023-08-01,9,Staff Costs,Expense,15571
2023-08-01,9,IT Expenses,Expense,95463
2023-08-01,9,Marketing,Expense,58941
2023-08-01,9,Office Costs,Expense,59005
2023-08-01,9,Depreciation,Expense,87250
2023-08-01,9,Professional Services,Expense,59712
2023-08-01,10,Gross Written Premium,Income,53541
2023-08-01,10,Net Earned Premium,Income,33387
2023-08-01,10,Reinsurance Recoveries,Income,366124
2023-08-01,10,Investment Income,Income,189980
2023-08-01,10,Commission Income,Income,95457
2023-08-01,10,Claims Paid,Claims,149129
2023-08-01,10,Claims Incurred,Claims,69028
2023-08-01,10,Loss Adjustment Expenses,Claims,124246
2023-08-01,10,Staff Costs,Expense,56731
2023-08-01,10,IT Expenses,Expense,25858
2023-08-01,10,Marketing,Expense,49689
2023-08-01,10,Office Costs,Expense,45638
2023-08-01,10,Depreciation,Expense,92598
2023-08-01,10,Professional Services,Expense,47486
2023-09-01,1,Gross Written Premium,Income,30567
2023-09-01,1,Net Earned Premium,Income,432955
2023-09-01,1,Reinsurance Recoveries,Income,67804
2023-09-01,1,Investment Income,Income,380965
2023-09-01,1,Commission Income,Income,13754
2023-09-01,1,Claims Paid,Claims,32044
2023-09-01,1,Claims Incurred,Claims,72260
2023-09-01,1,Loss Adjustment Expenses,Claims,71912
2023-09-01,1,Staff Costs,Expense,9706
2023-09-01,1,IT Expenses,Expense,9894
2023-09-01,1,Marketing,Expense,19037
2023-09-01,1,Office Costs,Expense,84986
2023-09-01,1,Depreciation,Expense,82942
2023-09-01,1,Professional Services,Expense,52612
2023-09-01,2,Gross Written Premium,Income,39725
2023-09-01,2,Net Earned Premium,Income,146998
2023-09-01,2,Reinsurance Recoveries,Income,114555
2023-09-01,2,Investment Income,Income,271486
2023-09-01,2,Commission Income,Income,281640
2023-09-01,2,Claims Paid,Claims,61447
2023-09-01,2,Claims Incurred,Claims,165878
2023-09-01,2,Loss Adjustment Expenses,Claims,46321
2023-09-01,2,Staff Costs,Expense,66095
2023-09-01,2,IT Expenses,Expense,23656
2023-09-01,2,Marketing,Expense,56147
2023-09-01,2,Office Costs,Expense,92396
2023-09-01,2,Depreciation,Expense,50666
2023-09-01,2,Professional Services,Expense,83368
2023-09-01,3,Gross Written Premium,Income,310931
2023-09-01,3,Net Earned Premium,Income,254839
2023-09-01,3,Reinsurance Recoveries,Income,466162
2023-09-01,3,Investment Income,Income,31727
2023-09-01,3,Commission Income,Income,249423
2023-09-01,3,Claims Paid,Claims,100081
2023-09-01,3,Claims Incurred,Claims,246130
2023-09-01,3,Loss Adjustment Expenses,Claims,73056
2023-09-01,3,Staff Costs,Expense,4081
2023-09-01,3,IT Expenses,Expense,35196
2023-09-01,3,Marketing,Expense,37735
2023-09-01,3,Office Costs,Expense,81102
2023-09-01,3,Depreciation,Expense,80578
2023-09-01,3,Professional Services,Expense,26498
2023-09-01,4,Gross Written Premium,Income,86865
2023-09-01,4,Net Earned Premium,Income,172728
2023-09-01,4,Reinsurance Recoveries,Income,77695
2023-09-01,4,Investment Income,Income,441116
2023-09-01,4,Commission Income,Income,127235
2023-09-01,4,Claims Paid,Claims,113777
2023-09-01,4,Claims Incurred,Claims,24033
2023-09-01,4,Loss Adjustment Expenses,Claims,146877
2023-09-01,4,Staff Costs,Expense,36851
2023-09-01,4,IT Expenses,Expense,27832
2023-09-01,4,Marketing,Expense,64437
2023-09-01,4,Office Costs,Expense,14944
2023-09-01,4,Depreciation,Expense,20873
2023-09-01,4,Professional Services,Expense,41372
2023-09-01,5,Gross Written Premium,Income,99464
2023-09-01,5,Net Earned Premium,Income,156451
2023-09-01,5,Reinsurance Recoveries,Income,127322
2023-09-01,5,Investment Income,Income,177823
2023-09-01,5,Commission Income,Income,372226
2023-09-01,5,Claims Paid,Claims,225894
2023-09-01,5,Claims Incurred,Claims,272254
2023-09-01,5,Loss Adjustment Expenses,Claims,279231
2023-09-01,5,Staff Costs,Expense,24762
2023-09-01,5,IT Expenses,Expense,83617
2023-09-01,5,Marketing,Expense,10596
2023-09-01,5,Office Costs,Expense,19313
2023-09-01,5,Depreciation,Expense,67549
2023-09-01,5,Professional Services,Expense,24705
2023-09-01,6,Gross Written Premium,Income,208436
2023-09-01,6,Net Earned Premium,Income,345589
2023-09-01,6,Reinsurance Recoveries,Income,113892
2023-09-01,6,Investment Income,Income,219717
2023-09-01,6,Commission Income,Income,274167
2023-09-01,6,Claims Paid,Claims,124654
2023-09-01,6,Claims Incurred,Claims,195868
2023-09-01,6,Loss Adjustment Expenses,Claims,85073
2023-09-01,6,Staff Costs,Expense,93197
2023-09-01,6,IT Expenses,Expense,65429
2023-09-01,6,Marketing,Expense,62627
2023-09-01,6,Office Costs,Expense,34848
2023-09-01,6,Depreciation,Expense,38804
2023-09-01,6,Professional Services,Expense,16379
2023-09-01,7,Gross Written Premium,Income,462880
2023-09-01,7,Net Earned Premium,Income,299910
2023-09-01,7,Reinsurance Recoveries,Income,78099
2023-09-01,7,Investment Income,Income,439276
2023-09-01,7,Commission Income,Income,497949
2023-09-01,7,Claims Paid,Claims,74122
2023-09-01,7,Claims Incurred,Claims,152159
2023-09-01,7,Loss Adjustment Expenses,Claims,53868
2023-09-01,7,Staff Costs,Expense,24225
2023-09-01,7,IT Expenses,Expense,96286
2023-09-01,7,Marketing,Expense,7643
2023-09-01,7,Office Costs,Expense,94059
2023-09-01,7,Depreciation,Expense,37727
2023-09-01,7,Professional Services,Expense,12005
2023-09-01,8,Gross Written Premium,Income,119079
2023-09-01,8,Net Earned Premium,Income,337841
2023-09-01,8,Reinsurance Recoveries,Income,26029
2023-09-01,8,Investment Income,Income,256353
2023-09-01,8,Commission Income,Income,417442
2023-09-01,8,Claims Paid,Claims,199718
2023-09-01,8,Claims Incurred,Claims,73926
2023-09-01,8,Loss Adjustment Expenses,Claims,142069
2023-09-01,8,Staff Costs,Expense,56506
2023-09-01,8,IT Expenses,Expense,79229
2023-09-01,8,Marketing,Expense,50815
2023-09-01,8,Office Costs,Expense,43092
2023-09-01,8,Depreciation,Expense,63539
2023-09-01,8,Professional Services,Expense,67077
2023-09-01,9,Gross Written Premium,Income,162889
2023-09-01,9,Net Earned Premium,Income,178933
2023-09-01,9,Reinsurance Recoveries,Income,23428
2023-09-01,9,Investment Income,Income,185006
2023-09-01,9,Commission Income,Income,256627
2023-09-01,9,Claims Paid,Claims,250439
2023-09-01,9,Claims Incurred,Claims,146330
2023-09-01,9,Loss Adjustment Expenses,Claims,62775
2023-09-01,9,Staff Costs,Expense,82580
2023-09-01,9,IT Expenses,Expense,95947
2023-09-01,9,Marketing,Expense,6469
2023-09-01,9,Office Costs,Expense,29854
2023-09-01,9,Depreciation,Expense,7256
2023-09-01,9,Professional Services,Expense,77256
2023-09-01,10,Gross Written Premium,Income,437153
2023-09-01,10,Net Earned Premium,Income,371278
2023-09-01,10,Reinsurance Recoveries,Income,142723
2023-09-01,10,Investment Income,Income,191360
2023-09-01,10,Commission Income,Income,356874
2023-09-01,10,Claims Paid,Claims,294530
2023-09-01,10,Claims Incurred,Claims,247634
2023-09-01,10,Loss Adjustment Expenses,Claims,38787
2023-09-01,10,Staff Costs,Expense,22621
2023-09-01,10,IT Expenses,Expense,76564
2023-09-01,10,Marketing,Expense,78984
2023-09-01,10,Office Costs,Expense,60792
2023-09-01,10,Depreciation,Expense,46253
2023-09-01,10,Professional Services,Expense,35051
2023-10-01,1,Gross Written Premium,Income,321955
2023-10-01,1,Net Earned Premium,Income,40447
2023-10-01,1,Reinsurance Recoveries,Income,138046
2023-10-01,1,Investment Income,Income,225002
2023-10-01,1,Commission Income,Income,171326
2023-10-01,1,Claims Paid,Claims,121859
2023-10-01,1,Claims Incurred,Claims,193490
2023-10-01,1,Loss Adjustment Expenses,Claims,8471
2023-10-01,1,Staff Costs,Expense,96804
2023-10-01,1,IT Expenses,Expense,9329
2023-10-01,1,Marketing,Expense,35865
2023-10-01,1,Office Costs,Expense,47850
2023-10-01,1,Depreciation,Expense,55220
2023-10-01,1,Professional Services,Expense,94808
2023-10-01,2,Gross Written Premium,Income,147469
2023-10-01,2,Net Earned Premium,Income,238981
2023-10-01,2,Reinsurance Recoveries,Income,176597
2023-10-01,2,Investment Income,Income,63072
2023-10-01,2,Commission Income,Income,231178
2023-10-01,2,Claims Paid,Claims,88820
