Year,Month,DepartmentID,Account,BudgetAmount
2022,12,4,Gross Written Premium,84823
2022,12,4,Net Earned Premium,109215
2022,12,4,Reinsurance Recoveries,246071
2022,12,4,Investment Income,37230
2022,12,4,Commission Income,351717
2022,12,4,Claims Paid,228660
2022,12,4,Claims Incurred,307788
2022,12,4,Loss Adjustment Expenses,184736
2022,12,4,Staff Costs,312347
2022,12,4,IT Expenses,333821
2022,12,4,Marketing,128246
2022,12,4,Office Costs,89817
2022,12,4,Depreciation,243657
2022,12,4,Professional Services,222033
2022,12,5,Gross Written Premium,236414
2022,12,5,Net Earned Premium,261812
2022,12,5,Reinsurance Recoveries,336950
2022,12,5,Investment Income,309958
2022,12,5,Commission Income,75219
2022,12,5,Claims Paid,175956
2022,12,5,Claims Incurred,362489
2022,12,5,Loss Adjustment Expenses,262134
2022,12,5,Staff Costs,367232
2022,12,5,IT Expenses,336466
2022,12,5,Marketing,26650
2022,12,5,Office Costs,361386
2022,12,5,Depreciation,305340
2022,12,5,Professional Services,175521
2022,12,6,Gross Written Premium,175733
2022,12,6,Net Earned Premium,296853
2022,12,6,Reinsurance Recoveries,247037
2022,12,6,Investment Income,85428
2022,12,6,Commission Income,211251
2022,12,6,Claims Paid,14943
2022,12,6,Claims Incurred,179312
2022,12,6,Loss Adjustment Expenses,26042
2022,12,6,Staff Costs,257842
2022,12,6,IT Expenses,311038
2022,12,6,Marketing,323903
2022,12,6,Office Costs,373117
2022,12,6,Depreciation,311450
2022,12,6,Professional Services,375513
2022,12,7,Gross Written Premium,191443
2022,12,7,Net Earned Premium,156990
2022,12,7,Reinsurance Recoveries,295523
2022,12,7,Investment Income,387811
2022,12,7,Commission Income,219304
2022,12,7,Claims Paid,149923
2022,12,7,Claims Incurred,384770
2022,12,7,Loss Adjustment Expenses,392324
2022,12,7,Staff Costs,319493
2022,12,7,IT Expenses,206904
2022,12,7,Marketing,192428
2022,12,7,Office Costs,150817
2022,12,7,Depreciation,10730
2022,12,7,Professional Services,234502
2022,12,8,Gross Written Premium,207210
2022,12,8,Net Earned Premium,219183
2022,12,8,Reinsurance Recoveries,24023
2022,12,8,Investment Income,131796
2022,12,8,Commission Income,348677
2022,12,8,Claims Paid,350430
2022,12,8,Claims Incurred,309123
2022,12,8,Loss Adjustment Expenses,289981
2022,12,8,Staff Costs,372119
2022,12,8,IT Expenses,181111
2022,12,8,Marketing,25923
2022,12,8,Office Costs,276020
2022,12,8,Depreciation,328117
2022,12,8,Professional Services,199795
2022,12,9,Gross Written Premium,309566
2022,12,9,Net Earned Premium,238462
2022,12,9,Reinsurance Recoveries,56413
2022,12,9,Investment Income,369628
2022,12,9,Commission Income,260719
2022,12,9,Claims Paid,33756
2022,12,9,Claims Incurred,338720
2022,12,9,Loss Adjustment Expenses,123248
2022,12,9,Staff Costs,277448
2022,12,9,IT Expenses,35341
2022,12,9,Marketing,132039
2022,12,9,Office Costs,196830
2022,12,9,Depreciation,167730
2022,12,9,Professional Services,185074
2022,12,10,Gross Written Premium,239390
2022,12,10,Net Earned Premium,137447
2022,12,10,Reinsurance Recoveries,104485
2022,12,10,Investment Income,289236
2022,12,10,Commission Income,136562
2022,12,10,Claims Paid,8729
2022,12,10,Claims Incurred,142046
2022,12,10,Loss Adjustment Expenses,123222
2022,12,10,Staff Costs,352360
2022,12,10,IT Expenses,88860
2022,12,10,Marketing,263360
2022,12,10,Office Costs,364014
2022,12,10,Depreciation,26398
2022,12,10,Professional Services,301794
2023,1,1,Gross Written Premium,108889
2023,1,1,Net Earned Premium,270303
2023,1,1,Reinsurance Recoveries,365306
2023,1,1,Investment Income,230959
2023,1,1,Commission Income,107834
2023,1,1,Claims Paid,26638
2023,1,1,Claims Incurred,268217
2023,1,1,Loss Adjustment Expenses,220379
2023,1,1,Staff Costs,237069
2023,1,1,IT Expenses,34320
2023,1,1,Marketing,39924
2023,1,1,Office Costs,217792
2023,1,1,Depreciation,335260
2023,1,1,Professional Services,176097
2023,1,2,Gross Written Premium,7159
2023,1,2,Net Earned Premium,53940
2023,1,2,Reinsurance Recoveries,84436
2023,1,2,Investment Income,19678
2023,1,2,Commission Income,197147
2023,1,2,Claims Paid,142844
2023,1,2,Claims Incurred,72163
2023,1,2,Loss Adjustment Expenses,246040
2023,1,2,Staff Costs,209827
2023,1,2,IT Expenses,159536
2023,1,2,Marketing,56137
2023,1,2,Office Costs,328641
2023,1,2,Depreciation,105485
2023,1,2,Professional Services,245970
2023,1,3,Gross Written Premium,110468
2023,1,3,Net Earned Premium,5901
2023,1,3,Reinsurance Recoveries,92980
2023,1,3,Investment Income,374738
2023,1,3,Commission Income,270025
2023,1,3,Claims Paid,297007
2023,1,3,Claims Incurred,247434
2023,1,3,Loss Adjustment Expenses,399594
2023,1,3,Staff Costs,207258
2023,1,3,IT Expenses,312345
2023,1,3,Marketing,256839
2023,1,3,Office Costs,326395
2023,1,3,Depreciation,77572
2023,1,3,Professional Services,44255
2023,1,4,Gross Written Premium,68212
2023,1,4,Net Earned Premium,317354
2023,1,4,Reinsurance Recoveries,392773
2023,1,4,Investment Income,27499
2023,1,4,Commission Income,107552
2023,1,4,Claims Paid,66360
2023,1,4,Claims Incurred,394610
2023,1,4,Loss Adjustment Expenses,352617
2023,1,4,Staff Costs,148704
2023,1,4,IT Expenses,166679
2023,1,4,Marketing,96873
2023,1,4,Office Costs,70756
2023,1,4,Depreciation,199454
2023,1,4,Professional Services,323488
2023,1,5,Gross Written Premium,338298
2023,1,5,Net Earned Premium,32464
2023,1,5,Reinsurance Recoveries,126897
2023,1,5,Investment Income,304488
2023,1,5,Commission Income,88791
2023,1,5,Claims Paid,160371
2023,1,5,Claims Incurred,184047
2023,1,5,Loss Adjustment Expenses,137534
2023,1,5,Staff Costs,387353
2023,1,5,IT Expenses,86441
2023,1,5,Marketing,357600
2023,1,5,Office Costs,348932
2023,1,5,Depreciation,242612
2023,1,5,Professional Services,236444
2023,1,6,Gross Written Premium,281319
2023,1,6,Net Earned Premium,142263
2023,1,6,Reinsurance Recoveries,350578
2023,1,6,Investment Income,89518
2023,1,6,Commission Income,216230
2023,1,6,Claims Paid,333681
2023,1,6,Claims Incurred,382865
2023,1,6,Loss Adjustment Expenses,52645
2023,1,6,Staff Costs,244608
2023,1,6,IT Expenses,28283
2023,1,6,Marketing,354115
2023,1,6,Office Costs,359903
2023,1,6,Depreciation,195195
2023,1,6,Professional Services,107780
2023,1,7,Gross Written Premium,297878
2023,1,7,Net Earned Premium,5515
2023,1,7,Reinsurance Recoveries,377926
2023,1,7,Investment Income,333871
2023,1,7,Commission Income,233872
2023,1,7,Claims Paid,376308
2023,1,7,Claims Incurred,313360
2023,1,7,Loss Adjustment Expenses,338977
2023,1,7,Staff Costs,63755
2023,1,7,IT Expenses,32856
2023,1,7,Marketing,78870
2023,1,7,Office Costs,142080
2023,1,7,Depreciation,275131
2023,1,7,Professional Services,101502
2023,1,8,Gross Written Premium,71323
2023,1,8,Net Earned Premium,277017
2023,1,8,Reinsurance Recoveries,218614
2023,1,8,Investment Income,172516
2023,1,8,Commission Income,110219
2023,1,8,Claims Paid,10033
2023,1,8,Claims Incurred,340468
2023,1,8,Loss Adjustment Expenses,282833
2023,1,8,Staff Costs,114756
2023,1,8,IT Expenses,267210
2023,1,8,Marketing,119159
2023,1,8,Office Costs,181318
2023,1,8,Depreciation,12533
2023,1,8,Professional Services,206224
2023,1,9,Gross Written Premium,247653
2023,1,9,Net Earned Premium,382972
2023,1,9,Reinsurance Recoveries,326802
2023,1,9,Investment Income,305642
2023,1,9,Commission Income,114028
2023,1,9,Claims Paid,278916
2023,1,9,Claims Incurred,356529
2023,1,9,Loss Adjustment Expenses,255231
2023,1,9,Staff Costs,17940
2023,1,9,IT Expenses,385171
2023,1,9,Marketing,21932
2023,1,9,Office Costs,231377
2023,1,9,Depreciation,29648
2023,1,9,Professional Services,37966
2023,1,10,Gross Written Premium,260733
2023,1,10,Net Earned Premium,168639
2023,1,10,Reinsurance Recoveries,251331
2023,1,10,Investment Income,47598
2023,1,10,Commission Income,195271
2023,1,10,Claims Paid,328228
2023,1,10,Claims Incurred,180309
2023,1,10,Loss Adjustment Expenses,201569
2023,1,10,Staff Costs,136250
2023,1,10,IT Expenses,253004
2023,1,10,Marketing,22118
2023,1,10,Office Costs,27616
2023,1,10,Depreciation,136870
2023,1,10,Professional Services,274745
2023,2,1,Gross Written Premium,292507
2023,2,1,Net Earned Premium,7795
2023,2,1,Reinsurance Recoveries,102462
2023,2,1,Investment Income,370036
2023,2,1,Commission Income,339977
2023,2,1,Claims Paid,270228
2023,2,1,Claims Incurred,363009
2023,2,1,Loss Adjustment Expenses,267875
2023,2,1,Staff Costs,137201
2023,2,1,IT Expenses,164094
2023,2,1,Marketing,268749
2023,2,1,Office Costs,82506
2023,2,1,Depreciation,245313
2023,2,1,Professional Services,49130
2023,2,2,Gross Written Premium,168402
2023,2,2,Net Earned Premium,335613
2023,2,2,Reinsurance Recoveries,151259
2023,2,2,Investment Income,357580
2023,2,2,Commission Income,206682
2023,2,2,Claims Paid,379485
2023,2,2,Claims Incurred,228034
2023,2,2,Loss Adjustment Expenses,399109
2023,2,2,Staff Costs,104694
2023,2,2,IT Expenses,24773
2023,2,2,Marketing,271383
2023,2,2,Office Costs,288007
2023,2,2,Depreciation,318559
2023,2,2,Professional Services,73968
2023,2,3,Gross Written Premium,65430
2023,2,3,Net Earned Premium,255072
2023,2,3,Reinsurance Recoveries,6515
2023,2,3,Investment Income,102206
2023,2,3,Commission Income,250282
2023,2,3,Claims Paid,240702
2023,2,3,Claims Incurred,323384
2023,2,3,Loss Adjustment Expenses,10586
2023,2,3,Staff Costs,387563
2023,2,3,IT Expenses,389518
2023,2,3,Marketing,250277
2023,2,3,Office Costs,36186
2023,2,3,Depreciation,31928
2023,2,3,Professional Services,234336
2023,2,4,Gross Written Premium,219159
2023,2,4,Net Earned Premium,390134
2023,2,4,Reinsurance Recoveries,354173
2023,2,4,Investment Income,25711
2023,2,4,Commission Income,59962
2023,2,4,Claims Paid,25039
2023,2,4,Claims Incurred,41561
2023,2,4,Loss Adjustment Expenses,211555
2023,2,4,Staff Costs,224730
2023,2,4,IT Expenses,6577
2023,2,4,Marketing,112792
2023,2,4,Office Costs,252980
2023,2,4,Depreciation,243540
2023,2,4,Professional Services,233506
2023,2,5,Gross Written Premium,217489
2023,2,5,Net Earned Premium,15785
2023,2,5,Reinsurance Recoveries,77227
2023,2,5,Investment Income,385824
2023,2,5,Commission Income,329101
2023,2,5,Claims Paid,70431
2023,2,5,Claims Incurred,339038
2023,2,5,Loss Adjustment Expenses,252941
2023,2,5,Staff Costs,199844
2023,2,5,IT Expenses,155653
2023,2,5,Marketing,322336
2023,2,5,Office Costs,268606
2023,2,5,Depreciation,395992
2023,2,5,Professional Services,200245
2023,2,6,Gross Written Premium,343250
2023,2,6,Net Earned Premium,315809
2023,2,6,Reinsurance Recoveries,180486
2023,2,6,Investment Income,348154
2023,2,6,Commission Income,77573
2023,2,6,Claims Paid,229737
2023,2,6,Claims Incurred,374947
2023,2,6,Loss Adjustment Expenses,124682
2023,2,6,Staff Costs,18386
2023,2,6,IT Expenses,391213
2023,2,6,Marketing,59460
2023,2,6,Office Costs,120375
2023,2,6,Depreciation,379804
2023,2,6,Professional Services,157117
2023,2,7,Gross Written Premium,358463
2023,2,7,Net Earned Premium,121582
2023,2,7,Reinsurance Recoveries,248015
2023,2,7,Investment Income,158778
2023,2,7,Commission Income,309915
2023,2,7,Claims Paid,57335
2023,2,7,Claims Incurred,234087
2023,2,7,Loss Adjustment Expenses,57949
2023,2,7,Staff Costs,100558
2023,2,7,IT Expenses,369416
2023,2,7,Marketing,269860
2023,2,7,Office Costs,152646
2023,2,7,Depreciation,247887
2023,2,7,Professional Services,197898
2023,2,8,Gross Written Premium,156285
2023,2,8,Net Earned Premium,76916
2023,2,8,Reinsurance Recoveries,202223
2023,2,8,Investment Income,264590
2023,2,8,Commission Income,253090
2023,2,8,Claims Paid,55906
2023,2,8,Claims Incurred,267607
2023,2,8,Loss Adjustment Expenses,79694
2023,2,8,Staff Costs,335838
2023,2,8,IT Expenses,287152
2023,2,8,Marketing,75474
2023,2,8,Office Costs,43185
2023,2,8,Depreciation,355068
2023,2,8,Professional Services,267048
2023,2,9,Gross Written Premium,261574
2023,2,9,Net Earned Premium,207211
2023,2,9,Reinsurance Recoveries,302124
2023,2,9,Investment Income,27504
2023,2,9,Commission Income,59970
2023,2,9,Claims Paid,283910
2023,2,9,Claims Incurred,121944
2023,2,9,Loss Adjustment Expenses,361066
2023,2,9,Staff Costs,178615
2023,2,9,IT Expenses,169211
2023,2,9,Marketing,125494
2023,2,9,Office Costs,239941
2023,2,9,Depreciation,13802
2023,2,9,Professional Services,176277
2023,2,10,Gross Written Premium,301303
2023,2,10,Net Earned Premium,16516
2023,2,10,Reinsurance Recoveries,317636
2023,2,10,Investment Income,296230
2023,2,10,Commission Income,118758
2023,2,10,Claims Paid,35480
2023,2,10,Claims Incurred,188163
2023,2,10,Loss Adjustment Expenses,133023
2023,2,10,Staff Costs,377339
2023,2,10,IT Expenses,183838
2023,2,10,Marketing,305881
2023,2,10,Office Costs,276409
2023,2,10,Depreciation,119165
2023,2,10,Professional Services,124501
2023,3,1,Gross Written Premium,254329
2023,3,1,Net Earned Premium,338134
2023,3,1,Reinsurance Recoveries,282530
2023,3,1,Investment Income,371862
2023,3,1,Commission Income,304569
2023,3,1,Claims Paid,126635
2023,3,1,Claims Incurred,179326
2023,3,1,Loss Adjustment Expenses,225935
2023,3,1,Staff Costs,58634
2023,3,1,IT Expenses,183734
2023,3,1,Marketing,354132
2023,3,1,Office Costs,239856
2023,3,1,Depreciation,373481
2023,3,1,Professional Services,223599
2023,3,2,Gross Written Premium,242919
2023,3,2,Net Earned Premium,72443
2023,3,2,Reinsurance Recoveries,296568
2023,3,2,Investment Income,355988
2023,3,2,Commission Income,309128
2023,3,2,Claims Paid,46505
2023,3,2,Claims Incurred,107478
2023,3,2,Loss Adjustment Expenses,67699
2023,3,2,Staff Costs,381156
2023,3,2,IT Expenses,159721
2023,3,2,Marketing,301902
2023,3,2,Office Costs,141668
2023,3,2,Depreciation,283518
2023,3,2,Professional Services,123686
2023,3,3,Gross Written Premium,270919
2023,3,3,Net Earned Premium,294532
2023,3,3,Reinsurance Recoveries,390944
2023,3,3,Investment Income,288173
2023,3,3,Commission Income,88981
2023,3,3,Claims Paid,320783
2023,3,3,Claims Incurred,119010
2023,3,3,Loss Adjustment Expenses,36105
2023,3,3,Staff Costs,264021
2023,3,3,IT Expenses,152032
2023,3,3,Marketing,131519
2023,3,3,Office Costs,147429
2023,3,3,Depreciation,369883
2023,3,3,Professional Services,318940
2023,3,4,Gross Written Premium,282948
2023,3,4,Net Earned Premium,132732
2023,3,4,Reinsurance Recoveries,150698
2023,3,4,Investment Income,164204
2023,3,4,Commission Income,275095
2023,3,4,Claims Paid,286209
2023,3,4,Claims Incurred,368647
2023,3,4,Loss Adjustment Expenses,110072
2023,3,4,Staff Costs,145202
2023,3,4,IT Expenses,94360
2023,3,4,Marketing,67287
2023,3,4,Office Costs,243009
2023,3,4,Depreciation,187774
2023,3,4,Professional Services,173065
2023,3,5,Gross Written Premium,167947
2023,3,5,Net Earned Premium,251356
2023,3,5,Reinsurance Recoveries,142126
2023,3,5,Investment Income,235881
2023,3,5,Commission Income,112357
2023,3,5,Claims Paid,212440
2023,3,5,Claims Incurred,34670
2023,3,5,Loss Adjustment Expenses,316256
2023,3,5,Staff Costs,355532
2023,3,5,IT Expenses,356300
2023,3,5,Marketing,164379
2023,3,5,Office Costs,249159
2023,3,5,Depreciation,203159
2023,3,5,Professional Services,315066
2023,3,6,Gross Written Premium,199152
2023,3,6,Net Earned Premium,360492
2023,3,6,Reinsurance Recoveries,84335
2023,3,6,Investment Income,293456
2023,3,6,Commission Income,71985
2023,3,6,Claims Paid,135744
2023,3,6,Claims Incurred,256713
2023,3,6,Loss Adjustment Expenses,368107
2023,3,6,Staff Costs,176349
2023,3,6,IT Expenses,36551
2023,3,6,Marketing,94813
2023,3,6,Office Costs,368169
2023,3,6,Depreciation,391486
2023,3,6,Professional Services,181284
2023,3,7,Gross Written Premium,14637
2023,3,7,Net Earned Premium,310402
2023,3,7,Reinsurance Recoveries,134553
2023,3,7,Investment Income,31950
2023,3,7,Commission Income,132870
2023,3,7,Claims Paid,5215
2023,3,7,Claims Incurred,372747
2023,3,7,Loss Adjustment Expenses,278667
2023,3,7,Staff Costs,335833
2023,3,7,IT Expenses,28834
2023,3,7,Marketing,301618
2023,3,7,Office Costs,48066
2023,3,7,Depreciation,277544
2023,3,7,Professional Services,392355
2023,3,8,Gross Written Premium,15345
2023,3,8,Net Earned Premium,38896
2023,3,8,Reinsurance Recoveries,296043
2023,3,8,Investment Income,295373
2023,3,8,Commission Income,272727
2023,3,8,Claims Paid,76537
2023,3,8,Claims Incurred,245489
2023,3,8,Loss Adjustment Expenses,79807
2023,3,8,Staff Costs,134648
2023,3,8,IT Expenses,379796
2023,3,8,Marketing,149401
2023,3,8,Office Costs,237117
2023,3,8,Depreciation,253780
2023,3,8,Professional Services,338936
2023,3,9,Gross Written Premium,398444
2023,3,9,Net Earned Premium,218286
2023,3,9,Reinsurance Recoveries,42052
2023,3,9,Investment Income,51032
2023,3,9,Commission Income,300830
2023,3,9,Claims Paid,344125
2023,3,9,Claims Incurred,103802
2023,3,9,Loss Adjustment Expenses,239337
2023,3,9,Staff Costs,177857
2023,3,9,IT Expenses,309962
2023,3,9,Marketing,367566
2023,3,9,Office Costs,339071
2023,3,9,Depreciation,201753
2023,3,9,Professional Services,346609
2023,3,10,Gross Written Premium,225934
2023,3,10,Net Earned Premium,231599
2023,3,10,Reinsurance Recoveries,118221
2023,3,10,Investment Income,304477
2023,3,10,Commission Income,131457
2023,3,10,Claims Paid,283720
2023,3,10,Claims Incurred,124875
2023,3,10,Loss Adjustment Expenses,306549
2023,3,10,Staff Costs,361144
2023,3,10,IT Expenses,36601
2023,3,10,Marketing,335090
2023,3,10,Office Costs,319260
2023,3,10,Depreciation,109186
2023,3,10,Professional Services,330038
2023,4,1,Gross Written Premium,170707
2023,4,1,Net Earned Premium,274609
2023,4,1,Reinsurance Recoveries,61754
2023,4,1,Investment Income,234047
2023,4,1,Commission Income,97850
2023,4,1,Claims Paid,376909
2023,4,1,Claims Incurred,221191
2023,4,1,Loss Adjustment Expenses,359835
2023,4,1,Staff Costs,43871
2023,4,1,IT Expenses,198946
2023,4,1,Marketing,296655
2023,4,1,Office Costs,348104
2023,4,1,Depreciation,332920
2023,4,1,Professional Services,254200
2023,4,2,Gross Written Premium,206239
2023,4,2,Net Earned Premium,311606
2023,4,2,Reinsurance Recoveries,239453
2023,4,2,Investment Income,37574
2023,4,2,Commission Income,107072
2023,4,2,Claims Paid,209603
2023,4,2,Claims Incurred,161258
2023,4,2,Loss Adjustment Expenses,158885
2023,4,2,Staff Costs,214884
2023,4,2,IT Expenses,221597
2023,4,2,Marketing,345426
2023,4,2,Office Costs,114779
2023,4,2,Depreciation,23557
2023,4,2,Professional Services,164132
2023,4,3,Gross Written Premium,339248
2023,4,3,Net Earned Premium,236977
2023,4,3,Reinsurance Recoveries,142152
2023,4,3,Investment Income,149926
2023,4,3,Commission Income,389157
2023,4,3,Claims Paid,203767
2023,4,3,Claims Incurred,163097
2023,4,3,Loss Adjustment Expenses,189054
2023,4,3,Staff Costs,46081
2023,4,3,IT Expenses,235693
2023,4,3,Marketing,386325
2023,4,3,Office Costs,294238
2023,4,3,Depreciation,333910
2023,4,3,Professional Services,350197
2023,4,4,Gross Written Premium,160063
2023,4,4,Net Earned Premium,268445
2023,4,4,Reinsurance Recoveries,164682
2023,4,4,Investment Income,86463
2023,4,4,Commission Income,170750
2023,4,4,Claims Paid,291610
2023,4,4,Claims Incurred,31081
2023,4,4,Loss Adjustment Expenses,29354
2023,4,4,Staff Costs,98297
2023,4,4,IT Expenses,285444
2023,4,4,Marketing,69384
2023,4,4,Office Costs,362171
2023,4,4,Depreciation,126684
2023,4,4,Professional Services,328036
2023,4,5,Gross Written Premium,40525
2023,4,5,Net Earned Premium,11464
2023,4,5,Reinsurance Recoveries,21562
2023,4,5,Investment Income,374536
2023,4,5,Commission Income,60514
2023,4,5,Claims Paid,380572
2023,4,5,Claims Incurred,117564
2023,4,5,Loss Adjustment Expenses,375191
2023,4,5,Staff Costs,37634
2023,4,5,IT Expenses,267204
2023,4,5,Marketing,276413
2023,4,5,Office Costs,199215
2023,4,5,Depreciation,28065
2023,4,5,Professional Services,270039
2023,4,6,Gross Written Premium,348003
2023,4,6,Net Earned Premium,148424
2023,4,6,Reinsurance Recoveries,109127
2023,4,6,Investment Income,101426
2023,4,6,Commission Income,197376
2023,4,6,Claims Paid,16962
2023,4,6,Claims Incurred,38302
2023,4,6,Loss Adjustment Expenses,352526
2023,4,6,Staff Costs,9011
2023,4,6,IT Expenses,396860
2023,4,6,Marketing,24782
2023,4,6,Office Costs,203763
2023,4,6,Depreciation,125654
2023,4,6,Professional Services,14196
2023,4,7,Gross Written Premium,48459
2023,4,7,Net Earned Premium,92245
2023,4,7,Reinsurance Recoveries,83863
2023,4,7,Investment Income,390350
2023,4,7,Commission Income,255463
2023,4,7,Claims Paid,368154
2023,4,7,Claims Incurred,37769
2023,4,7,Loss Adjustment Expenses,374673
2023,4,7,Staff Costs,261433
2023,4,7,IT Expenses,29700
2023,4,7,Marketing,251864
2023,4,7,Office Costs,216428
2023,4,7,Depreciation,236237
2023,4,7,Professional Services,272413
2023,4,8,Gross Written Premium,388775
2023,4,8,Net Earned Premium,311024
2023,4,8,Reinsurance Recoveries,119003
2023,4,8,Investment Income,144392
2023,4,8,Commission Income,54589
2023,4,8,Claims Paid,255606
2023,4,8,Claims Incurred,212348
2023,4,8,Loss Adjustment Expenses,40897
2023,4,8,Staff Costs,194637
2023,4,8,IT Expenses,167002
2023,4,8,Marketing,193305
2023,4,8,Office Costs,218893
2023,4,8,Depreciation,281524
2023,4,8,Professional Services,212968
2023,4,9,Gross Written Premium,75934
2023,4,9,Net Earned Premium,60830
2023,4,9,Reinsurance Recoveries,272673
2023,4,9,Investment Income,257364
2023,4,9,Commission Income,361742
2023,4,9,Claims Paid,238294
2023,4,9,Claims Incurred,87987
2023,4,9,Loss Adjustment Expenses,54178
2023,4,9,Staff Costs,143009
2023,4,9,IT Expenses,389096
2023,4,9,Marketing,44886
2023,4,9,Office Costs,54699
2023,4,9,Depreciation,81396
2023,4,9,Professional Services,95678
2023,4,10,Gross Written Premium,30279
2023,4,10,Net Earned Premium,115776
2023,4,10,Reinsurance Recoveries,106444
2023,4,10,Investment Income,373444
2023,4,10,Commission Income,118793
2023,4,10,Claims Paid,383422
2023,4,10,Claims Incurred,215809
2023,4,10,Loss Adjustment Expenses,176616
2023,4,10,Staff Costs,370391
2023,4,10,IT Expenses,247262
2023,4,10,Marketing,13997
2023,4,10,Office Costs,111102
2023,4,10,Depreciation,352855
2023,4,10,Professional Services,383189
2023,5,1,Gross Written Premium,45860
2023,5,1,Net Earned Premium,270369
2023,5,1,Reinsurance Recoveries,115114
2023,5,1,Investment Income,118218
2023,5,1,Commission Income,367908
2023,5,1,Claims Paid,112041
2023,5,1,Claims Incurred,379368
2023,5,1,Loss Adjustment Expenses,330800
2023,5,1,Staff Costs,197150
2023,5,1,IT Expenses,81290
2023,5,1,Marketing,61633
2023,5,1,Office Costs,293799
2023,5,1,Depreciation,126118
2023,5,1,Professional Services,179673
2023,5,2,Gross Written Premium,8114
2023,5,2,Net Earned Premium,293646
2023,5,2,Reinsurance Recoveries,54768
2023,5,2,Investment Income,315272
2023,5,2,Commission Income,88123
2023,5,2,Claims Paid,113255
2023,5,2,Claims Incurred,171405
2023,5,2,Loss Adjustment Expenses,8174
2023,5,2,Staff Costs,122769
2023,5,2,IT Expenses,302542
2023,5,2,Marketing,140393
2023,5,2,Office Costs,390693
2023,5,2,Depreciation,232043
2023,5,2,Professional Services,247580
2023,5,3,Gross Written Premium,191493
2023,5,3,Net Earned Premium,77635
2023,5,3,Reinsurance Recoveries,290904
2023,5,3,Investment Income,146385
2023,5,3,Commission Income,397818
2023,5,3,Claims Paid,247878
2023,5,3,Claims Incurred,222070
2023,5,3,Loss Adjustment Expenses,281274
2023,5,3,Staff Costs,374359
2023,5,3,IT Expenses,155056
2023,5,3,Marketing,355239
2023,5,3,Office Costs,328086
2023,5,3,Depreciation,148933
2023,5,3,Professional Services,103970
2023,5,4,Gross Written Premium,87203
2023,5,4,Net Earned Premium,197319
2023,5,4,Reinsurance Recoveries,205173
2023,5,4,Investment Income,157049
2023,5,4,Commission Income,222726
2023,5,4,Claims Paid,355321
2023,5,4,Claims Incurred,77902
2023,5,4,Loss Adjustment Expenses,97172
2023,5,4,Staff Costs,151702
2023,5,4,IT Expenses,25056
2023,5,4,Marketing,143454
2023,5,4,Office Costs,60739
2023,5,4,Depreciation,348829
2023,5,4,Professional Services,53639
2023,5,5,Gross Written Premium,268136
2023,5,5,Net Earned Premium,77394
2023,5,5,Reinsurance Recoveries,334801
2023,5,5,Investment Income,294304
2023,5,5,Commission Income,312300
2023,5,5,Claims Paid,187447
2023,5,5,Claims Incurred,353586
2023,5,5,Loss Adjustment Expenses,155644
2023,5,5,Staff Costs,385069
2023,5,5,IT Expenses,9136
2023,5,5,Marketing,66868
2023,5,5,Office Costs,349407
2023,5,5,Depreciation,299311
2023,5,5,Professional Services,115957
2023,5,6,Gross Written Premium,20479
2023,5,6,Net Earned Premium,124392
2023,5,6,Reinsurance Recoveries,167448
2023,5,6,Investment Income,140895
2023,5,6,Commission Income,261228
2023,5,6,Claims Paid,206528
2023,5,6,Claims Incurred,286729
2023,5,6,Loss Adjustment Expenses,239847
2023,5,6,Staff Costs,293763
2023,5,6,IT Expenses,342213
2023,5,6,Marketing,307039
2023,5,6,Office Costs,270864
2023,5,6,Depreciation,286411
2023,5,6,Professional Services,151768
2023,5,7,Gross Written Premium,166040
2023,5,7,Net Earned Premium,320508
2023,5,7,Reinsurance Recoveries,56567
2023,5,7,Investment Income,96229
2023,5,7,Commission Income,204316
2023,5,7,Claims Paid,201497
2023,5,7,Claims Incurred,345662
2023,5,7,Loss Adjustment Expenses,87844
2023,5,7,Staff Costs,168991
2023,5,7,IT Expenses,95697
2023,5,7,Marketing,62196
2023,5,7,Office Costs,120600
2023,5,7,Depreciation,105625
2023,5,7,Professional Services,398711
2023,5,8,Gross Written Premium,311899
2023,5,8,Net Earned Premium,38324
2023,5,8,Reinsurance Recoveries,346073
2023,5,8,Investment Income,399768
2023,5,8,Commission Income,56272
2023,5,8,Claims Paid,254264
2023,5,8,Claims Incurred,168996
2023,5,8,Loss Adjustment Expenses,341606
2023,5,8,Staff Costs,232459
2023,5,8,IT Expenses,159961
2023,5,8,Marketing,241538
2023,5,8,Office Costs,59675
2023,5,8,Depreciation,78591
2023,5,8,Professional Services,158706
2023,5,9,Gross Written Premium,299507
2023,5,9,Net Earned Premium,199824
2023,5,9,Reinsurance Recoveries,344148
2023,5,9,Investment Income,234530
2023,5,9,Commission Income,307862
2023,5,9,Claims Paid,118627
2023,5,9,Claims Incurred,218988
2023,5,9,Loss Adjustment Expenses,294014
2023,5,9,Staff Costs,42394
2023,5,9,IT Expenses,319201
2023,5,9,Marketing,84795
2023,5,9,Office Costs,347553
2023,5,9,Depreciation,280160
2023,5,9,Professional Services,47137
2023,5,10,Gross Written Premium,398369
2023,5,10,Net Earned Premium,143925
2023,5,10,Reinsurance Recoveries,17379
2023,5,10,Investment Income,126169
2023,5,10,Commission Income,174439
2023,5,10,Claims Paid,154172
2023,5,10,Claims Incurred,131082
